alf,wob,gndr_cd,lsoa2011_cd
366539702,1934-03-14,1,W42047653
123324424,2020-03-27,1,W25778382
347370354,1930-12-01,1,W32058667
183974767,1983-08-11,0,W49631010
198585427,1967-09-30,1,W74365357
756089081,2009-08-06,1,W31320760
619911434,1973-03-14,1,W80044886
457892143,2001-10-05,1,W69888716
457223955,1997-02-24,0,W82976128
529491577,2014-03-10,0,W44880177
152928977,1979-10-29,0,W66544702
264997787,1937-09-17,1,W84641943
129064820,1983-03-05,1,W35793399
589663891,1987-08-01,0,W42785334
399407464,1953-08-05,0,W50609383
494519976,1988-12-21,1,W55001251
822178114,2015-11-11,1,W43127561
217922944,1992-03-19,1,W13680027
102221047,1930-06-28,0,W87935465
959618181,2019-01-27,0,W04834523
570500526,1958-05-15,1,W41517252
866726699,1945-03-09,1,W73155995
624249443,2013-03-15,0,W29794900
764804129,1976-02-23,1,W23944413
669445078,2000-11-09,1,W62206740
587000458,2002-02-19,0,W77749415
958377724,1987-09-21,0,W96566483
638040006,1939-05-15,0,W98959475
789503521,1997-12-15,0,W16326383
331783677,2004-02-26,1,W57637527
455597510,1947-09-22,1,W89002810
609379731,1998-12-02,0,W47198685
223555753,1947-04-02,0,W58513740
924886577,1925-08-22,1,W51037205
750431827,1987-08-08,1,W29668229
283887027,2017-08-03,0,W84300467
535796210,1962-11-25,1,W22391753
387039757,2007-01-31,1,W81063376
264901776,1943-06-16,0,W67373036
160394481,1956-10-01,1,W83743212
191073436,1935-08-08,1,W74298861
128525339,1951-01-14,1,W21325930
548066739,1981-10-04,0,W60320013
713430245,1931-09-02,1,W71146993
194858727,2019-08-24,0,W79252560
290845135,1968-09-20,0,W26691661
599429008,1952-01-05,1,W67946292
178229869,2019-10-31,0,W25108319
866443635,2019-03-05,1,W96572145
944862861,2009-12-26,1,W99984862
938126109,1930-05-15,0,W16379153
876557706,1996-09-25,0,W33398571
271438446,1921-09-28,0,W33923696
296158613,1950-07-12,0,W83227911
242520255,1939-10-15,1,W74048268
831250175,1996-02-25,0,W28614730
735712241,1993-10-31,0,W36582347
526115700,1921-06-23,1,W41872109
340323288,1985-03-27,0,W35398753
716740992,1975-07-03,1,W62950853
435440179,1966-10-28,0,W48966929
703467220,1986-12-26,0,W18641940
358260817,1934-02-10,0,W16348666
970440088,2019-08-07,1,W61381202
460834083,1969-05-22,0,W59822628
445436954,1931-10-05,1,W18262945
444548787,2008-02-08,0,W74826648
140086477,1970-10-09,0,W68380296
435192766,2000-06-24,1,W16402939
386485502,1965-05-16,0,W63255174
271453801,1934-11-13,1,W62256611
618790770,1968-08-23,1,W58341709
796665845,1934-09-20,0,W14923182
753684877,1958-08-14,0,W50316710
786942743,1956-10-31,1,W80861157
995458089,1982-04-18,0,W92524316
239617574,1988-09-27,0,W62125286
549187024,1966-08-10,1,W79725845
766136711,1970-06-03,1,W66847786
319022517,1997-05-08,1,W42786872
295646862,1934-01-16,0,W07789784
663187580,1986-10-21,0,W27674870
419111948,1965-05-07,0,W58293480
439501280,1994-03-30,0,W97231296
806424376,1957-10-15,0,W15994567
319921325,1964-02-05,0,W65108743
991269098,1980-10-22,1,W47029600
581641097,1920-06-28,1,W38498961
719163061,1927-06-11,0,W23311576
621348412,1927-07-17,0,W24832063
496428039,1964-07-10,1,W15199644
837475383,1956-03-04,0,W03526935
694440068,1999-02-14,1,W98314083
167825397,1934-05-25,0,W79429005
832137746,1958-12-01,0,W41464934
200897939,1994-04-13,0,W84080976
219508057,1974-05-20,0,W12886413
157852578,2012-09-20,0,W11260893
110037293,1942-06-11,0,W30210410
906130605,1990-01-20,1,W60436596
104865138,1938-01-31,0,W72844085
706807457,1977-01-19,0,W71520764
236784061,1943-05-29,1,W35475854
263044425,1992-07-04,1,W50507496
846296531,1927-05-14,0,W35332707
523253929,1925-10-30,0,W69836145
428529050,2008-10-14,0,W57142778
385070766,2016-08-01,0,W73581550
432110473,1974-02-09,0,W00247697
356469342,1970-01-29,1,W44479431
711072860,2005-07-12,0,W14391136
476385970,1986-04-30,0,W25699795
590693561,1950-03-05,0,W92736269
729195202,1998-10-18,1,W57981336
553479042,2005-06-28,0,W30793635
673272124,2000-05-31,1,W65440896
599047872,2003-06-18,1,W53849525
458601792,1936-02-07,1,W83299968
721478719,1989-07-03,0,W24818965
668587569,1950-05-09,0,W37463166
183397621,2015-11-27,0,W39198920
823460151,1929-10-09,1,W38145207
127167563,1992-05-14,0,W81855623
192881513,1989-03-31,1,W38696836
202044238,1950-01-11,0,W14112911
813851349,1991-02-12,0,W84326890
942981628,1921-12-29,1,W51191424
645766908,1950-09-07,1,W83330512
610523024,1938-07-15,0,W28972941
762308699,2001-12-01,1,W47443039
101160421,1952-01-13,1,W38282335
708674064,1925-10-11,0,W85429633
941075100,1998-01-22,1,W53195769
923216064,1931-10-05,0,W11957550
276676904,1971-06-27,1,W68836583
273352320,1926-04-06,0,W21544003
595365888,1923-01-26,1,W09941477
209356798,1969-06-22,1,W13989164
620955246,2017-12-06,0,W76921296
333139794,1953-02-14,0,W40258634
891388250,2013-11-01,1,W39304357
523459663,2003-10-08,1,W54551309
503086687,2016-01-23,0,W22018483
492600104,1982-01-09,1,W89215412
975279175,2016-02-29,0,W57937699
961462477,1952-10-08,1,W36479652
838844590,1986-06-19,1,W28814010
350947821,1979-09-24,0,W04863859
923716315,1978-03-03,1,W44133712
997622403,1926-03-20,1,W08675685
579557837,2017-05-06,1,W58734491
516254570,2016-05-17,0,W45598337
684170402,1929-08-04,1,W57594362
913403496,1967-09-24,0,W03540951
476380652,1992-12-01,1,W16723320
548467529,1959-07-23,0,W59551879
448126291,1951-10-29,0,W78494314
745504484,1972-03-16,0,W40882746
314610516,1944-01-14,0,W59708954
427964900,2008-03-31,1,W35790865
283126472,1925-10-12,0,W78587897
670128999,1990-07-08,1,W71836016
662990939,1940-09-26,0,W31778206
892629883,1923-06-26,0,W22290286
517395649,1936-04-05,0,W04816985
803847365,1945-06-23,1,W53920402
248588282,1925-03-20,1,W95081318
421037710,1980-10-14,1,W15779949
369934458,1926-03-13,0,W25998521
920517270,1940-10-02,1,W57071531
703642962,1943-12-07,0,W20020296
892214916,1977-10-23,1,W16861724
498356815,1962-12-04,0,W60161685
237558982,1992-05-21,0,W67213137
461891693,1958-08-27,1,W64777857
349458005,1982-06-08,0,W83699719
404506875,1967-05-22,0,W95185500
664120768,1960-10-22,0,W78070416
310592989,1926-05-13,1,W87900771
542160069,1988-04-11,1,W72060233
628343254,2005-11-25,1,W83582632
309549668,1995-10-10,1,W48048411
839879946,2009-11-01,0,W91060937
494312956,1946-03-19,1,W23157152
181164216,2007-07-09,0,W82484875
309777226,2000-10-14,0,W52143037
986098497,1950-12-27,1,W25127054
537764610,1955-03-01,1,W31880381
938045058,1932-11-04,0,W98391480
574349951,1922-04-03,1,W51927798
471107726,1987-09-25,1,W57638386
580164405,1999-11-29,1,W46870234
129039018,1951-12-09,0,W72919222
221646726,1971-02-24,0,W36705168
773605969,2016-08-13,1,W97586455
656454725,1968-03-28,0,W21603273
248039056,1943-10-12,0,W48469666
807285658,1990-04-27,1,W24471377
458229468,2007-01-23,1,W15206670
322972867,1937-02-07,0,W90090149
373243120,1928-11-11,0,W92546091
588749195,1956-12-29,1,W90501968
689275456,1921-06-24,1,W13184697
695306408,1984-10-03,0,W15823826
801626273,1976-06-30,0,W05351800
857903689,2017-01-07,0,W27899095
903564026,2000-09-10,0,W95096037
158289004,2008-06-17,0,W11203531
835194757,1942-04-03,0,W40825300
371910331,1956-06-22,1,W43420269
245597298,1972-05-31,0,W55888161
640759462,1999-05-17,0,W48205079
733358519,1936-12-21,1,W22865273
677847893,2010-07-29,1,W84741506
574756794,2009-04-15,0,W49282041
899594192,1968-08-16,1,W89429039
288378003,2020-09-28,1,W97872297
280110766,2006-03-18,1,W20863277
370099460,2011-06-21,1,W53436527
227411018,1966-04-29,1,W87546193
898892255,1980-01-19,0,W36586766
633723821,1925-11-30,1,W95992760
582326091,1975-11-04,0,W51445442
922040890,1974-05-26,1,W32076764
574713083,1953-01-26,0,W76451718
561010545,1997-09-16,0,W49115121
416359905,1962-04-22,0,W76612246
557994501,1949-02-01,1,W14880412
407870557,1926-07-27,1,W02662394
623895384,1944-10-04,1,W80870251
464297998,1983-12-14,0,W34759157
164329528,1931-05-14,1,W54560981
831711973,1951-07-01,1,W64354752
609575747,1943-05-09,0,W09556175
254925300,2008-04-07,1,W89390525
868886527,1974-12-20,1,W63841460
190203062,1988-06-22,0,W71022019
157841046,1936-09-30,0,W89372112
594388073,1963-04-08,1,W20520450
782856561,1978-06-08,0,W62711385
275749928,1965-04-26,0,W77038964
865692809,1952-07-01,0,W78997416
610693225,1960-10-05,1,W31357334
766125220,1950-06-28,1,W81387741
368704798,1952-04-06,0,W12875934
836565398,1952-09-01,0,W41251925
623518589,2000-01-31,1,W43935141
797649651,1969-08-10,0,W63198669
497178805,1928-10-02,1,W57903093
715540457,1925-04-29,1,W01498686
187693976,1976-11-24,1,W92379342
704324158,1923-02-23,0,W25194519
219395546,2005-10-14,1,W84299186
925091559,1968-07-21,1,W54025842
322683651,1938-05-02,0,W31445036
739218518,1992-03-12,0,W57092973
852523379,1929-01-06,1,W22423892
508072519,1945-01-02,0,W07794978
435085407,1972-08-30,0,W29386736
339605321,1942-08-16,0,W61436782
289862191,2011-09-28,1,W36291928
501105491,1996-04-14,1,W57771173
295967292,1939-11-20,1,W78058171
821897437,1956-12-13,0,W66909468
102840642,1981-01-04,1,W25118120
767213766,1965-01-03,0,W75669623
662566516,1972-04-19,1,W49438482
544056444,1983-10-31,0,W28004164
511321565,2002-02-15,0,W25124532
899773793,1986-10-06,0,W43783943
899917500,1958-03-23,1,W26810291
446672858,1966-12-02,0,W93747173
637934908,1937-01-26,0,W97525315
772363204,1956-09-03,1,W16848329
468039494,1949-01-28,1,W54530504
446264258,1941-07-26,0,W25018169
226724540,1936-02-18,0,W24478465
815006388,1943-11-06,0,W82897809
132286012,2001-10-14,1,W63717069
309909364,1967-04-05,1,W81682201
193245356,1983-08-31,1,W46287511
246815928,2009-03-15,0,W78208969
838616601,1967-12-06,1,W85047086
611930945,1934-05-28,1,W36969866
220223039,1961-06-20,1,W37995144
143657639,1990-07-09,1,W09575554
977797378,1931-05-18,0,W58307387
454760266,2016-10-04,1,W54515104
610496395,1980-10-06,0,W55025205
275448012,1948-04-27,0,W39298227
476012349,1969-03-03,0,W38087605
393476592,1989-03-13,0,W77861958
183652684,1971-07-23,0,W24129968
260734481,2008-04-08,1,W86015225
870295030,1931-12-31,1,W34419163
313302769,1961-08-01,0,W81886185
924799975,1962-11-14,1,W64427671
660728781,2012-03-22,1,W06254029
846991854,1962-06-29,0,W02091616
191719851,2014-11-17,1,W08736926
973468347,1931-02-23,1,W13476816
687647041,1920-01-05,0,W73695946
532361407,2009-04-13,0,W95690979
651763522,1947-06-18,1,W51132822
586388479,1994-08-09,0,W53790761
142943735,1933-10-23,1,W22846979
448196020,1987-09-03,1,W40584643
493947134,1923-03-13,1,W35097367
328268130,1946-12-09,1,W34576526
966256008,1937-04-24,1,W67549479
869371551,2015-06-26,0,W52052253
539813139,1937-07-29,0,W01739102
478295821,1996-12-15,1,W78880320
989357541,1984-10-31,0,W35955847
770062414,2011-04-13,1,W90161640
249480668,1928-05-17,0,W31662744
536450991,1971-07-23,0,W00137743
989403740,1948-08-12,1,W59680981
685663667,1953-05-28,0,W06085987
418816893,1922-10-09,0,W32082802
379520198,2012-11-04,1,W38678615
214879048,1943-12-07,0,W13388335
893896793,1945-07-01,1,W62788870
446200626,2003-12-17,1,W64358650
349856847,1920-03-28,0,W34302881
415712318,1997-01-14,0,W49711477
196674026,1980-07-01,1,W49753319
387939968,1989-08-28,1,W06493882
682331267,1941-11-15,0,W44741149
843036373,2000-06-09,0,W82602999
306351339,2008-06-29,1,W31077223
834857975,1943-09-17,0,W43728556
247226513,1979-08-03,1,W20074684
852996255,2007-05-02,1,W88362195
509712289,1946-02-17,1,W27976203
481743558,1964-11-22,1,W73818078
748742703,1983-11-20,0,W18964941
237496449,1976-10-22,1,W72435534
152536266,1937-04-14,1,W53162598
707658556,1928-10-13,1,W82384149
692210368,2000-12-27,1,W85612502
466352135,2001-11-01,0,W85557638
746964274,2013-09-27,0,W65271935
611202246,1972-06-13,1,W58351355
306288902,1931-10-16,0,W48098970
672635692,2018-08-11,1,W44849047
511681861,1989-03-22,1,W03008124
965185514,1977-10-27,0,W81100251
896235525,1945-06-24,1,W32975442
186471918,1923-07-13,0,W47974651
462345596,1958-03-31,0,W07568609
481677333,1924-09-23,1,W84385799
200418218,1978-01-24,0,W01665152
757696099,1973-10-05,0,W81166444
148866428,1955-08-13,0,W95012050
840841186,1931-04-14,0,W86442816
267659977,2020-08-04,0,W85764467
256697736,1935-10-15,1,W57120821
698769408,1942-10-23,1,W07306207
418525052,1942-03-17,0,W90542847
428637930,1989-02-05,0,W58344283
738981518,1993-09-17,0,W98322533
939747276,1996-06-09,0,W52214611
814453075,2019-03-31,0,W50591131
669328155,1965-08-18,1,W56014320
653512704,1932-10-27,0,W34705139
275626270,1928-11-18,0,W20472554
569804348,1950-06-07,0,W79135747
548296943,1937-09-16,0,W27581378
822142566,1959-03-05,0,W56714056
350696627,1988-06-19,1,W02736981
479154155,2007-05-01,0,W96449724
820071436,1946-11-28,1,W06841378
341020908,1922-08-28,0,W83602240
108126719,2005-01-11,0,W78234402
861019035,2013-04-15,0,W38271999
171405778,1995-03-14,1,W48101398
728205466,1948-09-08,0,W30539824
159179185,1955-10-26,1,W28240341
350503933,1989-01-06,0,W68336967
748387092,2003-05-22,0,W40893604
309512541,2001-02-07,1,W63196290
292126385,1944-07-24,0,W59498402
472639546,1991-01-10,0,W09709350
451736107,2004-08-17,0,W13689005
610489129,1959-01-12,1,W46336046
853674008,1949-03-08,0,W84182456
261760883,1962-04-26,1,W18312241
374386849,1976-01-22,0,W81994618
488435399,1930-07-06,0,W81808316
538273949,1980-07-02,1,W13943380
849456695,1924-08-09,1,W48608353
292498942,1937-02-23,0,W44749429
182961158,1982-10-02,1,W97327167
954493125,1972-04-30,0,W97415913
621382771,1953-08-25,1,W64328386
845995213,1946-01-15,1,W09776727
939494851,1958-01-19,0,W72572993
301534273,1957-12-23,0,W69843388
160194450,1969-05-18,1,W06268207
616839142,1929-01-01,0,W85371653
199991480,2012-05-09,0,W59323878
105206194,1958-12-06,1,W06452935
210555254,2008-02-05,1,W05867283
258840486,1986-10-16,0,W17631192
183026148,1937-04-05,1,W76040708
387726995,1984-04-19,1,W09126989
427866508,2004-05-21,1,W13351455
167482440,1950-06-01,1,W85482682
511772593,1989-04-17,0,W71155456
857860758,1962-12-07,1,W32071031
101549267,1977-04-12,1,W39704865
670994999,1968-03-09,0,W64329051
679945524,1966-04-10,0,W13930828
469042959,1981-05-05,1,W60485376
409258051,2008-04-20,1,W94453246
332750221,1965-12-30,1,W55660633
432726975,1946-10-02,0,W15096603
377939612,1955-12-13,1,W82173709
275869670,2004-08-27,1,W36029274
847924106,1984-06-29,0,W87714529
882730063,1926-11-04,0,W88041654
295776066,2010-05-03,1,W25488150
576448372,2001-07-28,1,W77296792
557623970,1990-08-13,1,W76608800
667424305,1932-05-29,1,W82245250
780591297,1989-02-28,0,W69742671
239114593,1968-07-02,1,W62624956
771305789,1952-07-06,1,W63181724
141048404,1950-01-13,0,W97281659
783701018,2020-10-24,0,W97233858
333520819,1937-07-29,1,W16734976
639399363,2003-06-27,0,W73933854
666665198,2014-10-08,0,W68102201
891749130,2008-05-17,0,W50129885
811997971,1993-12-01,1,W95697477
337250282,2015-01-21,1,W75344751
375550415,2001-05-16,0,W37178406
802658669,1968-08-28,0,W59249822
515692257,1991-02-19,0,W07958625
856258759,1984-07-31,0,W90428059
550500978,1932-05-16,0,W26367580
105073550,1929-10-03,1,W70235400
413495139,2017-04-08,0,W54168411
477992389,1921-03-08,0,W60461385
879067234,1990-08-25,1,W06540981
500021299,1951-07-20,0,W25611171
783265991,2019-07-19,0,W87326944
773636402,1940-08-16,1,W36423540
748382853,1963-04-03,1,W21465624
754499271,1943-01-18,1,W74268598
124316043,1932-04-26,0,W51337044
868867638,1952-03-15,0,W24695008
190293038,1999-10-24,1,W52862502
286795194,1948-11-15,1,W63930229
103322462,1930-02-19,1,W08278920
986359491,1980-10-10,0,W95867761
365304452,2019-06-14,0,W18744626
715545971,1969-10-25,0,W61376482
756489632,1986-10-20,0,W36447600
235759115,1950-12-29,0,W85634266
639355876,1947-04-16,1,W67856327
414678487,1935-12-17,0,W71766689
811853644,2001-10-16,0,W42177256
792598247,1937-06-25,0,W08061244
778534188,1960-10-19,1,W97331508
695355739,1987-08-06,0,W00300809
947095513,2001-10-11,1,W94092187
637189418,2015-08-12,0,W75257984
164857914,1969-12-19,0,W58562207
365087775,1948-07-16,0,W05215369
946349280,1976-12-25,0,W71904775
522819526,1946-06-18,1,W83694808
505722891,1985-04-08,0,W50487632
248542221,1972-08-28,0,W79993917
695052313,2002-05-30,0,W27007187
546233232,1959-11-18,0,W86107087
631882072,2006-10-20,1,W90463554
864235446,1921-12-07,0,W94148372
449894602,1970-01-05,0,W92865505
485701838,1949-01-08,1,W66053281
861468651,1951-01-07,1,W92994361
585357989,1983-03-14,0,W90925233
235124211,2005-03-25,0,W91585007
343181781,1980-05-18,1,W86304954
845973042,1982-06-01,1,W92186784
709801728,1924-05-15,1,W21951263
387498366,1925-06-13,1,W84519176
297984934,1944-11-26,1,W13315580
143795019,2009-09-16,1,W44530500
440789287,1981-01-13,1,W81241267
376468253,1998-12-27,1,W19864516
514266177,1985-08-29,1,W04577455
719318781,1925-11-06,1,W66955874
866224369,1984-02-23,1,W16410234
392932841,1934-10-21,1,W38758282
916140996,1976-11-10,1,W24884423
765273317,1988-02-27,1,W04315877
359598110,1929-08-23,1,W10788977
448239261,1979-01-19,1,W38205318
235880077,1989-01-18,1,W24400387
885148330,1994-11-06,1,W78243778
802837589,1959-12-27,1,W07579439
523074302,1967-06-05,0,W95615998
733400390,2005-12-02,0,W21563955
673470278,1932-07-05,1,W30388656
335872499,2017-02-01,0,W63836817
887596454,1940-06-27,0,W55000265
700505485,1986-12-11,0,W19645926
210588342,1933-05-18,0,W48034310
904333361,2001-07-04,0,W78457192
137507778,1998-10-13,0,W33428163
695732927,1949-01-08,0,W13074314
648305334,1955-09-15,0,W47457488
350940529,1964-05-06,0,W92087560
823614740,1972-12-24,1,W73728515
433988310,1920-11-10,1,W55437396
761176459,1987-01-21,0,W29685108
420557560,1980-03-17,0,W27334287
616299710,1979-02-28,0,W52933860
881172016,1982-10-20,0,W69080922
924188045,1936-09-04,0,W82549359
811437486,2016-01-30,0,W45424685
520106190,1979-02-22,1,W50248245
591702095,2017-11-03,1,W90737081
753577306,1943-09-27,0,W69097983
242700804,1943-08-21,1,W11075549
101202675,1954-01-15,0,W04279193
100832953,2002-06-11,1,W04930519
780035916,1954-04-22,1,W38143559
216324888,1995-03-11,1,W49307585
139682086,1982-10-23,1,W41096822
187746588,2013-09-07,0,W27191137
532744151,1957-04-03,0,W24306362
774193610,1949-03-26,0,W07192451
543028192,1982-08-25,1,W66441676
505839460,1976-04-02,1,W05166879
214324166,1925-09-19,0,W26852769
400985447,1922-04-06,1,W43619352
173432808,1955-12-12,1,W23117401
205239672,2014-08-15,0,W78017548
858219399,2002-03-08,0,W00337604
520146390,1945-02-07,0,W81949042
940469856,1936-05-25,1,W07670728
333463856,2012-07-01,1,W16285220
625255462,1994-07-03,1,W69216715
710918142,1973-05-07,0,W96810027
660782761,2010-04-16,0,W64097185
192396479,2009-12-29,1,W64818747
368627596,2015-05-19,1,W29089015
363692341,1997-10-08,1,W20244865
539027660,1938-05-16,0,W22166104
300911966,1982-06-01,0,W54846781
183601225,1935-09-23,1,W70053337
579169006,1975-12-08,0,W35459112
587823235,1999-10-28,1,W58485952
292685869,2007-06-27,1,W94288528
664792263,1958-07-04,1,W32794937
215197437,1999-09-19,1,W08266229
994103966,2009-10-22,1,W77567373
555794477,1977-06-18,1,W63329626
630977454,1998-10-06,1,W46948575
190288519,2010-11-21,1,W25564059
252477594,1929-04-16,1,W17930502
478412490,1960-07-22,0,W78981201
161255367,2008-05-16,1,W90674950
593536999,1981-08-16,0,W31840561
914773022,1933-01-21,0,W88734358
130376881,1926-12-19,0,W65577531
967501682,1967-07-21,0,W69680777
642692250,1925-08-15,0,W28736545
607276722,1979-08-22,0,W51669515
296451138,1968-10-23,0,W95889617
559130705,1944-06-23,1,W80030701
841684528,1930-03-30,1,W16423838
757594959,1980-09-14,1,W02604387
798307602,1997-03-20,1,W55188391
188132067,1955-05-12,0,W63203074
486882908,1980-02-27,0,W77917644
691913930,1980-07-20,0,W67334566
814880760,1997-10-11,1,W70226415
658286517,1920-10-18,1,W60781181
507067478,1979-04-22,1,W08296424
664499910,1945-07-06,1,W98796551
228336368,2019-10-24,0,W08649376
692069460,1962-02-13,0,W44724450
577670413,1938-02-14,1,W35377002
412180780,1989-04-15,0,W19609077
908651669,1932-01-20,0,W26673734
856885461,2005-09-06,1,W09079580
819840762,1946-03-10,1,W31756873
711824430,1966-08-12,1,W06881430
883494542,1989-09-02,1,W30564568
666483026,2015-04-10,0,W88267433
270536487,1963-10-19,1,W34955819
495052560,1933-01-10,1,W48967699
305563509,1943-08-24,1,W31653810
846136148,1979-08-23,1,W73716902
273408848,1945-03-24,1,W16535759
738755235,1998-09-14,0,W44328879
536152201,1934-08-20,0,W40215870
618163596,1967-01-07,1,W54282947
737195260,2009-02-17,1,W56754654
827980677,1964-07-19,0,W74469392
420726089,1932-02-24,0,W26896851
543244512,1984-12-06,1,W19465718
893761085,1940-11-24,1,W58690469
626422022,1998-05-07,1,W35092486
371976185,1950-10-03,0,W67420263
954059287,1991-05-15,0,W41282208
572175613,1956-11-26,0,W71301408
283575252,1995-11-22,0,W84024178
507515286,1983-11-20,1,W65901145
197169272,1964-03-19,0,W00655405
279558408,1936-07-23,0,W46196407
855931439,1963-08-22,0,W62033541
452323908,1965-11-05,1,W37355524
733929634,2013-03-23,0,W95658784
419487540,1994-04-25,0,W37446045
199201001,1982-07-18,0,W92502019
765024233,2009-10-26,0,W99361312
295606838,1988-09-25,1,W39666577
459986854,2004-05-06,0,W49740806
839262911,1926-01-12,1,W26628176
957439972,1975-01-16,0,W42321798
813676402,1974-06-15,1,W61101248
476437313,1924-05-09,0,W66099772
231557976,1980-05-21,1,W62742812
114380024,1999-02-22,0,W72370040
889166432,1989-09-25,0,W37095302
406953976,2008-05-26,1,W73673092
113283321,1998-12-18,1,W06313508
308643327,1986-11-17,0,W91818476
204810165,1960-07-25,1,W55857259
670719349,1923-06-24,1,W71203787
483166102,2007-04-06,0,W81684756
805455970,1958-04-16,1,W80146385
633391905,1939-08-30,1,W90301069
752171682,1964-12-03,1,W83106584
286129049,1969-06-05,1,W11692487
721718537,2019-10-04,0,W93188705
505108140,1992-10-11,1,W21176807
841444380,1956-11-21,1,W65101156
325920795,1929-08-19,1,W04382545
485914034,2002-07-30,1,W16927697
141743397,2007-01-08,1,W08910006
106672466,1988-06-03,1,W63569840
982105172,1966-10-10,1,W06101552
587540512,1983-08-16,1,W50052017
518452310,1970-11-30,0,W60894881
476487089,1964-02-29,0,W52737738
353070109,1939-03-19,1,W25425580
175443921,1951-12-17,1,W89043248
892494783,1998-02-19,0,W13888898
751933552,1992-03-15,0,W17672808
872647613,1936-09-05,0,W45509803
205170028,1939-06-07,0,W26811367
353865297,2015-08-21,0,W26393240
217043726,1960-03-29,0,W35113902
507813900,2020-03-09,1,W88878816
701709735,1948-02-13,1,W91059634
160739026,1926-03-25,1,W39244042
575648604,1980-05-16,1,W19586761
483358502,1964-01-06,1,W34530798
700802112,1975-08-17,0,W16416187
132344829,2016-12-23,0,W77085968
539220204,1962-09-15,0,W71959519
928544272,2016-07-13,0,W79536631
441600801,1994-09-15,0,W45013427
560848552,2001-07-17,0,W23331267
248939973,1999-03-10,1,W79458758
731668892,1995-08-11,0,W92485253
674697402,1949-01-19,1,W46174604
433867729,1947-11-25,0,W92445654
244696732,2004-01-23,1,W08674331
891217226,2017-03-08,0,W75864072
819164568,2014-09-01,0,W09383762
948906383,1941-08-23,1,W22006998
962768964,1931-06-24,0,W33544571
368244353,1970-05-19,1,W55666310
220146582,1981-12-24,1,W66939812
223140275,1966-03-01,1,W88448797
176701599,2014-06-19,0,W52328444
582573923,1941-01-28,1,W62772929
161366150,1964-05-08,1,W94774181
934121155,1952-04-09,0,W99795184
756273073,1994-09-22,1,W17076609
498476414,1936-09-26,0,W70403293
308632266,1991-01-15,0,W70875640
218794363,1940-05-13,0,W54019719
621805022,1978-04-27,1,W49144562
738456774,1941-03-30,1,W75644604
116627974,1940-11-27,0,W89052620
402000625,1948-11-18,0,W29059979
480376578,1923-10-03,0,W95577790
959580357,1956-01-02,0,W21899516
842038191,1958-05-07,1,W84494535
411426662,2019-04-26,0,W74572416
371067141,1959-12-17,1,W43429199
722012965,1922-12-28,0,W49524453
396941384,1932-03-12,0,W44379179
707940115,2014-10-13,1,W91427850
169863585,1924-04-18,1,W09787033
874694128,2003-11-28,1,W86613368
476949281,2002-12-15,0,W98833595
108936356,1951-02-06,1,W57435084
243055290,1949-04-25,0,W88807294
278895398,1968-05-24,1,W20615871
364872182,1943-05-12,0,W32614485
626726270,1941-10-27,0,W69587885
949888920,1924-04-22,0,W80003744
759185976,2000-09-18,0,W35255166
399664604,1970-08-17,0,W51502720
451151006,1929-03-29,1,W50528957
874146482,1969-11-10,1,W73262090
274532416,1944-10-04,0,W25873532
204230768,1945-08-19,0,W07988746
414106804,1993-12-06,0,W50247038
480684904,1986-07-07,0,W71756584
419572239,1948-05-15,1,W08221391
148670286,1957-11-03,0,W72966458
687456811,1921-12-29,0,W49053284
500293058,1931-07-06,0,W65212986
938009761,1997-09-03,1,W04607031
684720331,1960-02-04,1,W86044570
920268876,1955-01-07,1,W99741597
689209518,2005-03-22,1,W54356979
718005649,2006-12-05,0,W12222946
345444429,1933-04-16,1,W86839719
946513641,1941-02-10,1,W64554484
621321328,1936-06-28,1,W03628407
506006437,2016-09-01,0,W51601895
779383940,1920-11-10,0,W34937069
745704318,1961-09-19,1,W22962961
763156536,1923-10-25,0,W29954762
488456246,1964-01-04,0,W77703890
217989285,1959-01-11,1,W93987745
419836170,2016-02-29,0,W93618475
803597008,1936-02-09,1,W91234695
945612686,1940-11-14,0,W06750134
137251721,1989-01-22,0,W17231478
315567371,1922-06-16,1,W01819388
454854580,1940-07-21,0,W05565824
614184595,1964-08-08,0,W36429296
509626663,1997-07-06,1,W58835167
839354493,1998-09-12,1,W35071154
533049068,1999-02-19,0,W93422035
169176502,1973-05-26,0,W65518828
416199325,1969-07-05,1,W39437297
556949482,1972-02-07,1,W13348981
525303033,1950-06-05,1,W79369860
976862368,2003-10-10,0,W01733662
701618584,1996-03-20,1,W97502091
472272846,1951-11-06,1,W52306492
639822384,1952-11-03,1,W30911734
929350686,1993-02-01,1,W05053212
154648401,1964-10-19,1,W99216146
785464564,1932-04-29,1,W43048839
775774934,1979-05-17,1,W08485843
297149079,1966-01-13,0,W21966748
648046892,2006-02-16,1,W15797408
189288477,1932-09-25,1,W26964837
487412624,2007-04-25,0,W74267537
925827472,1952-11-27,0,W20124227
218828886,1943-01-28,1,W56645571
757723792,1981-02-10,0,W78539146
644927752,1982-08-08,0,W93814621
200852418,2004-01-09,0,W50452097
157262330,1952-12-05,0,W47939706
393355403,2020-07-19,0,W37026422
847945429,1969-04-23,1,W83679843
158876172,1920-01-04,1,W87357454
675253138,1978-06-09,0,W44698970
844825966,1997-06-28,1,W49812255
458922352,1954-05-26,0,W84403511
352743976,1951-03-16,1,W13338309
